UPC1, Item, Descrption, Cost, Price, Category, SubCategory, SubCategory2, SubCategory3, Vendor, GR, GC, VR, VC, Total Inventory
40000001638,       R2059,,$15.00 ,,,,,,,,,,,
40000001640,       P2047,,$12.25 ,,,,,,,,,,,
40000001642,     YWD3659,,$17.00 ,,,,,,,,,,,
40000001643,       ST692,,$11.50 ,,,,,,,,,,,
40000001645,      HT1231,,$12.50 ,,,,,,,,,,,
40000001646,       T1582,,$13.75 ,,,,,,,,,,,
40000001647,      IP1264,,$13.00 ,,,,,,,,,,,
40000001650,       BR193,,$18.25 ,,,,,,,,,,,
40000001652,        B610,,$12.00 ,,,,,,,,,,,
40000001654,      LR8608,,$20.50 ,,,,,,,,,,,
40000001655,      LR8722,,$25.50 ,,,,,,,,,,,
40000001656,      22812P,,$14.95 ,,,,,,,,,,,
40000001657,8209,,$7.50 ,,,,,,,,,,,
40000001659,885024,,$8.50 ,,,,,,,,,,,
40000001660,    X4A66GRN,,$10.00 ,,,,,,,,,,,
40000001661,    X4A66BLU,,$10.00 ,,,,,,,,,,,
40000001662,     X4A66BW,,$12.00 ,,,,,,,,,,,
40000001664,   ,  ,0,12,  ,  ,  ,  ,  ,0,1,0,0,1
40000001664,       XP054,,$5.25 ,,,,,,,,,,,
40000001665,    N2077ORG,,$25.00 ,,,,,,,,,,,
40000001666,    N2077BLU,,$25.00 ,,,,,,,,,,,
40000001667,     N2561BW,,$23.00 ,,,,,,,,,,,
40000001668,       N2767,,$25.00 ,,,,,,,,,,,
40000001670,      AP8053,,$15.75 ,,,,,,,,,,,
40000001672,      N90081,,$10.75 ,,,,,,,,,,,
40000001674,     HT12619,,$15.75 ,,,,,,,,,,,
40000001675,    BBQ32608,,$14.50 ,,,,,,,,,,,
40000001676,   BBQ500163,,$14.50 ,,,,,,,,,,,
40000001678,    BBQP0014,,$15.00 ,,,,,,,,,,,
40000001680,    BBT71553,,$25.00 ,,,,,,,,,,,
40000001681,   BBTBG0360,,$14.00 ,,,,,,,,,,,
40000001683,   BBZ507357,,$24.00 ,,,,,,,,,,,
40000001684,    BBZC1807,,$18.00 ,,,,,,,,,,,
40000001686,    M2103T14,,$35.00 ,,,,,,,,,,,
40000001687,    M2104B14,,$40.00 ,,,,,,,,,,,
40000001688,    M2112T14,,$30.00 ,,,,,,,,,,,
40000001689,    M2109J14,,$45.00 ,,,,,,,,,,,
40000001690,    M2703T74,,$20.00 ,,,,,,,,,,,
40000001691,    M2637PB4,,$32.50 ,,,,,,,,,,,
40000001692,    M2107B14,,$40.00 ,,,,,,,,,,,
40000001694,      1858BW,,$25.25 ,,,,,,,,,,,
40000001695,     1965BLU,,$25.25 ,,,,,,,,,,,
40000001696,      KP1077,,$12.50 ,,,,,,,,,,,
40000001697,     MMST438,,$15.75 ,,,,,,,,,,,
40000001701,91653,,$20.00 ,,,,,,,,,,,
40000001702,     HD12620,,$15.75 ,,,,,,,,,,,
40000001704,   C1218P130,,$27.00 ,,,,,,,,,,,
40000001705,   C1242P100,,$29.00 ,,,,,,,,,,,
40000001706,   C1246P106,,$27.00 ,,,,,,,,,,,
40000001707,       C1274,,$34.00 ,,,,,,,,,,,
40000001708,       G2334,,$5.80 ,,,,,,,,,,,
40000001709,       F0786,,$6.80 ,,,,,,,,,,,
40000001711,       D1369,,$19.25 ,,,,,,,,,,,
40000001712,       P3029,,$13.00 ,,,,,,,,,,,
40000001713,       T2432,,$16.75 ,,,,,,,,,,,
40000001714,       T5152,,$15.00 ,,,,,,,,,,,
40000001715,       T1838,,$16.25 ,,,,,,,,,,,
40000001717,     HD10390,,$16.50 ,,,,,,,,,,,
40000001718,      KD4353,,$19.50 ,,,,,,,,,,,
40000001719,   ,  ,0,15,  ,  ,  ,  ,  ,3,1,0,0,4
40000001719,    CML00100,,$4.75 ,,,,,,,,,,,
40000001721,    DR394232,,$20.25 ,,,,,,,,,,,
40000001723,     T891602,,$13.50 ,,,,,,,,,,,
40000001724,    DR356626,,$20.00 ,,,,,,,,,,,
40000001725,       R2066,,$15.00 ,,,,,,,,,,,
40000001726,       D5280,,$16.25 ,,,,,,,,,,,
40000001727,      KD5056,,$21.00 ,,,,,,,,,,,
40000001728,       ST707,,$12.75 ,,,,,,,,,,,
40000001730,     C127408,,$34.00 ,,,,,,,,,,,
40000001732,   C1242P103,,$29.00 ,,,,,,,,,,,
40000001734,930012,,$3.00 ,,,,,,,,,,,
40000001735,       D1822,,$12.50 ,,,,,,,,,,,
40000001736,       T2368,,$10.50 ,,,,,,,,,,,
40000001737,      AT3883,,$13.25 ,,,,,,,,,,,
40000001741,       B1178,,$12.50 ,,,,,,,,,,,
40000001742,       M3418,,$40.00 ,,,,,,,,,,,
40000001743,       M3421,,$35.00 ,,,,,,,,,,,
40000001744,       M3402,,$35.00 ,,,,,,,,,,,
40000001747,763,,$14.00 ,,,,,,,,,,,
40000001748,      LT1030,,$11.50 ,,,,,,,,,,,
40000001749,    X4A66BLK,,$10.00 ,,,,,,,,,,,
40000001750,23120,,$12.00 ,,,,,,,,,,,
40000001751,23240,,$24.00 ,,,,,,,,,,,
40000001752,23232,,$19.20 ,,,,,,,,,,,
40000001756,     T119120,,$13.50 ,,,,,,,,,,,
40000001757,       B1238,,$14.50 ,,,,,,,,,,,
40000001758,8965,,$18.25 ,,,,,,,,,,,
40000001759,       B6184,,$14.00 ,,,,,,,,,,,
40000001760,     MMST512,,$10.50 ,,,,,,,,,,,
40000001761,       D9345,,$17.75 ,,,,,,,,,,,
40000001763,      DR4242,,$19.25 ,,,,,,,,,,,
40000001764,      DR4303,,$18.00 ,,,,,,,,,,,
40000001766,      DR3823,,$20.25 ,,,,,,,,,,,
40000001767,       T9100,,$14.50 ,,,,,,,,,,,
40000001769,      ID1263,,$16.75 ,,,,,,,,,,,
40000001770,      ID1299,,$17.00 ,,,,,,,,,,,
40000001771,     ID12678,,$17.00 ,,,,,,,,,,,
40000001772,3984125,,$25.75 ,,,,,,,,,,,
40000001773,10094136,,$19.75 ,,,,,,,,,,,
40000001774,    EC310026,,$17.50 ,,,,,,,,,,,
40000001775,    EC310016,,$17.50 ,,,,,,,,,,,
40000001776,    EC310001,,$17.50 ,,,,,,,,,,,
40000001777,      AJ9101,,$22.50 ,,,,,,,,,,,
40000001778,      CJ9013,,$17.50 ,,,,,,,,,,,
40000001779,      GT2108,,$13.50 ,,,,,,,,,,,
40000001781,     C124202,,$27.50 ,,,,,,,,,,,
40000001782,     C124201,,$27.50 ,,,,,,,,,,,
40000001783,      LR8650,,$20.50 ,,,,,,,,,,,
40000001784,      LR8709,,$20.50 ,,,,,,,,,,,
40000001785,      EC4515,,$19.50 ,,,,,,,,,,,
40000001786,      EC3520,,$19.50 ,,,,,,,,,,,
40000001787,7045,,$25.50 ,,,,,,,,,,,
40000001788,10314,,$28.50 ,,,,,,,,,,,
40000001789,12410,,$39.50 ,,,,,,,,,,,
40000001790,1244,,$39.50 ,,,,,,,,,,,
40000001791,       1244B,,$39.50 ,,,,,,,,,,,
40000001792,     3451BLK,,$26.50 ,,,,,,,,,,,
40000001793,      ED2563,,$19.25 ,,,,,,,,,,,
40000001794,      DR4243,,$20.25 ,,,,,,,,,,,
40000001795,       T9072,,$16.00 ,,,,,,,,,,,
40000001798,15037,,$28.50 ,,,,,,,,,,,
40000001800,    BBQW0783,,$9.25 ,,,,,,,,,,,
40000001801,    BBZD0164,,$25.25 ,,,,,,,,,,,
40000001803,       T7083,,$13.00 ,,,,,,,,,,,
40000001804,       A9652,,$11.75 ,,,,,,,,,,,
40000001805,       T3708,,$9.75 ,,,,,,,,,,,
40000001807,     5490AMF,,$10.25 ,,,,,,,,,,,
40000001808,       T1614,,$13.75 ,,,,,,,,,,,
40000001810,      IT6698,,$11.75 ,,,,,,,,,,,
40000001812,     SL36737,,$12.75 ,,,,,,,,,,,
40000001813,     SL36877,,$18.00 ,,,,,,,,,,,
40000001815,     SL37735,,$16.45 ,,,,,,,,,,,
40000001816,       M3209,,$35.00 ,,,,,,,,,,,
40000001817,       M3215,,$35.00 ,,,,,,,,,,,
40000001818,       M3706,,$35.00 ,,,,,,,,,,,
40000001819,       D1304,,$14.50 ,,,,,,,,,,,
40000001820,       T7988,,$11.75 ,,,,,,,,,,,
40000001821,       T2166,,$16.25 ,,,,,,,,,,,
40000001823,       T1741,,$15.00 ,,,,,,,,,,,
40000001824,       T2159,,$13.75 ,,,,,,,,,,,
40000001825,     WT70644,,$14.50 ,,,,,,,,,,,
40000001827,      D61017,,$16.25 ,,,,,,,,,,,
40000001828,       ST740,,$8.75 ,,,,,,,,,,,
40000001829,      GT2252,,$10.25 ,,,,,,,,,,,
40000001830,      MT6037,,$10.25 ,,,,,,,,,,,
40000001832,       P4045,,$7.50 ,,,,,,,,,,,
40000001833,      WN2160,,$9.25 ,,,,,,,,,,,
40000001834,      IT1203,,$12.50 ,,,,,,,,,,,
40000001835,      YT0579,,$10.50 ,,,,,,,,,,,
40000001836,       C1137,,$9.25 ,,,,,,,,,,,
40000001838,     1061TPG,,$14.00 ,,,,,,,,,,,
40000001839,       T2333,,$16.25 ,,,,,,,,,,,
40000001840,       T1456,,$14.50 ,,,,,,,,,,,
40000001842,   BBA169024,,$21.40 ,,,,,,,,,,,
40000001843,   BBA169032,,$21.40 ,,,,,,,,,,,
40000001844,    BBT80257,,$10.40 ,,,,,,,,,,,
40000001845,     BBT1341,,$12.50 ,,,,,,,,,,,
40000001847,    BBZY0011,,$14.00 ,,,,,,,,,,,
40000001848,       M3104,,$35.00 ,,,,,,,,,,,
40000001849,       M3109,,$40.00 ,,,,,,,,,,,
40000001850,       M3118,,$35.00 ,,,,,,,,,,,
40000001851,   ,  ,0,69,  ,  ,  ,  ,  ,5,1,0,0,6
40000001851,       M2604,,$35.00 ,,,,,,,,,,,
40000001854,     SL38353,,$8.00 ,,,,,,,,,,,
40000001857,   ,  ,0,42,  ,  ,  ,  ,  ,0,1,0,0,1
40000001857,      NP5046,,$16.25 ,,,,,,,,,,,
40000001858,       T3326,,$15.00 ,,,,,,,,,,,
40000001859,      RT9167,,$16.00 ,,,,,,,,,,,
40000001866,     KT12595,,$15.75 ,,,,,,,,,,,
40000001867,     MJ70044,,$9.25 ,,,,,,,,,,,
40000001868,        H152,,$8.25 ,,,,,,,,,,,
40000001869,     MMLT544,,$12.75 ,,,,,,,,,,,
40000001870,       T8966,,$14.50 ,,,,,,,,,,,
40000001871,130204507,,$29.75 ,,,,,,,,,,,
40000001872,140601001,,$35.75 ,,,,,,,,,,,
40000001873,   , Scoop Neck Tee ,0,12, Apparel , Top ,  ,  ,  ,11,1,0,0,12
40000001873,       T9663,Scoop Neck Tee,$2.10 ,,,,,,,,,,,
40000001875,      SW9802,,$8.10 ,,,,,,,,,,,
40000001877,      HB3179,,$16.00 ,,,,,,,,,,,
40000001878,      WA1680,,$23.00 ,,,,,,,,,,,
40000001879,      HS1601,,$24.00 ,,,,,,,,,,,
40000001880,146116,,$21.00 ,,,,,,,,,,,
40000001881,       C3102,,$9.00 ,,,,,,,,,,,
40000001882,      T11000,,$7.00 ,,,,,,,,,,,
40000001883,      D11000,,$10.00 ,,,,,,,,,,,
40000001884,20023,,$25.25 ,,,,,,,,,,,
40000001885,21202,,$20.25 ,,,,,,,,,,,
40000001886,20024,,$25.25 ,,,,,,,,,,,
40000001887,        K887,,$12.50 ,,,,,,,,,,,
40000001889,     ETK2186,,$11.25 ,,,,,,,,,,,
40000001890,       T4575,,$12.25 ,,,,,,,,,,,
40000001891,    C1246P96,,$27.75 ,,,,,,,,,,,
40000001892,    C788SB08,,$24.25 ,,,,,,,,,,,
40000001895,       T9560,,$11.50 ,,,,,,,,,,,
40000001896,      KT3609,,$14.50 ,,,,,,,,,,,
40000001897,       T2088,,$16.25 ,,,,,,,,,,,
40000001898,       C1330,,$12.50 ,,,,,,,,,,,
40000001899,       T1558,,$14.50 ,,,,,,,,,,,
40000001900,      5479MF,,$8.00 ,,,,,,,,,,,
40000001901,      TU9913,,$11.50 ,,,,,,,,,,,
40000001902,      T10929,,$14.25 ,,,,,,,,,,,
40000001903,      P75119,,$19.25 ,,,,,,,,,,,
40000001904,      P70034,,$18.25 ,,,,,,,,,,,
40000001905,      T10950,,$17.25 ,,,,,,,,,,,
40000001906,      D31352,,$18.25 ,,,,,,,,,,,
40000001907,      T10980,,$13.25 ,,,,,,,,,,,
40000001908,      T10863,,$14.25 ,,,,,,,,,,,
40000001909,      P10015,,$19.00 ,,,,,,,,,,,
40000001910,       T5330,,$14.75 ,,,,,,,,,,,
40000001911,      T46058,,$15.00 ,,,,,,,,,,,
40000001913,       T2083,,$13.50 ,,,,,,,,,,,
40000001915,      KT3604,,$14.50 ,,,,,,,,,,,
40000001917,       D3552,,$19.25 ,,,,,,,,,,,
40000001918,       D4145,,$17.75 ,,,,,,,,,,,
40000001919,       S4030,,$19.00 ,,,,,,,,,,,
40000001921,       T1826,,$15.75 ,,,,,,,,,,,
40000001923,       D1811,,$18.75 ,,,,,,,,,,,
40000001924,     X4A66WB,,$12.00 ,,,,,,,,,,,
40000001925,    X4A67GRY,,$11.50 ,,,,,,,,,,,
40000001926,       XP220,,$6.00 ,,,,,,,,,,,
40000001927,       XP057,,$5.50 ,,,,,,,,,,,
40000001928,    C1246P97,,$27.50 ,,,,,,,,,,,
40000001929,   C1389WINE,,$25.50 ,,,,,,,,,,,
40000001930,       A9608,,$17.75 ,,,,,,,,,,,
40000001933,       130SV,,$13.75 ,,,,,,,,,,,
40000001934,        G093,,$15.75 ,,,,,,,,,,,
40000001936,       S2646,,$30.50 ,,,,,,,,,,,
40000001937,       S7272,,$30.50 ,,,,,,,,,,,
40000001938,   ,  ,0,14,  ,  ,  ,  ,  ,4,1,0,0,5
40000001938,       T9666,,$2.75 ,,,,,,,,,,,
40000001939,       396ST,,$16.75 ,,,,,,,,,,,
40000001940,   ,  ,0,34,  ,  ,  ,  ,  ,1,0,0,0,1
40000001940,       935ST,,$13.75 ,,,,,,,,,,,
40000001942,   C788SBP66,,$27.50 ,,,,,,,,,,,
40000001943,       T5027,,$16.50 ,,,,,,,,,,,
40000001944,      ED2266,,$17.00 ,,,,,,,,,,,
40000001945,       T1667,,$16.00 ,,,,,,,,,,,
40000001946,      1066MF,,$14.50 ,,,,,,,,,,,
40000001947,       NV393,,$15.00 ,,,,,,,,,,,
40000001949,      1024MF,,$16.00 ,,,,,,,,,,,
40000001950,       D1637,,$20.25 ,,,,,,,,,,,
40000001951,       T4592,,$11.75 ,,,,,,,,,,,
40000001952,       T2236,,$16.25 ,,,,,,,,,,,
40000001954,      KT3606,,$15.75 ,,,,,,,,,,,
40000001955,      5462MF,,$11.25 ,,,,,,,,,,,
40000001956,       T1551,,$12.75 ,,,,,,,,,,,
40000001957,      JN7001,,$11.50 ,,,,,,,,,,,
40000001958,       T2231,,$13.50 ,,,,,,,,,,,
40000001959,       D1191,,$14.50 ,,,,,,,,,,,
40000001960,       T1124,,$14.00 ,,,,,,,,,,,
40000001961,      T13679,,$12.75 ,,,,,,,,,,,
40000001962,      AD1892,,$15.00 ,,,,,,,,,,,
40000001963,       M3510,,$40.00 ,,,,,,,,,,,
40000001964,       M3516,,$34.50 ,,,,,,,,,,,
40000001965,       M3501,,$30.00 ,,,,,,,,,,,
40000001966,       M3309,,$35.00 ,,,,,,,,,,,
40000001967,       M3311,,$30.00 ,,,,,,,,,,,
40000001968,       M3323,,$45.00 ,,,,,,,,,,,
40000001969,       M3308,,$35.00 ,,,,,,,,,,,
40000001970,    WL991011,,$6.25 ,,,,,,,,,,,
40000001971,     BBH3233,,$24.25 ,,,,,,,,,,,
40000001972,   BBHJ53443,,$13.25 ,,,,,,,,,,,
40000001973,     BBO0190,,$14.25 ,,,,,,,,,,,
40000001974,   BBQ508809,,$25.25 ,,,,,,,,,,,
40000001975,   ,  ,0,18,  ,  ,  ,  ,  ,0,1,0,0,1
40000001975,      BBT501,,$8.25 ,,,,,,,,,,,
40000001976,    BBTM1093,,$25.25 ,,,,,,,,,,,
40000001977,    BBZW2049,,$20.25 ,,,,,,,,,,,
40000001978,130304011,,$33.00 ,,,,,,,,,,,
40000001979,140102001,,$45.50 ,,,,,,,,,,,
40000001980,       M2640,,$30.00 ,,,,,,,,,,,
40000001981,      M2665J,,$42.50 ,,,,,,,,,,,
40000001982,      YC901D,,$21.50 ,,,,,,,,,,,
40000001983,       BC844,,$22.50 ,,,,,,,,,,,
40000001984,       T1851,,$10.50 ,,,,,,,,,,,
40000001985,     JC10022,,$15.00 ,,,,,,,,,,,
40000001986,       D4282,,$14.75 ,,,,,,,,,,,
40000001987,       JL200,,$4.75 ,,,,,,,,,,,
40000001988,      LT1056,,$11.00 ,,,,,,,,,,,
40000001989,      AT3878,,$12.25 ,,,,,,,,,,,
40000001991,      T20880,,$14.75 ,,,,,,,,,,,
40000001992,       T4477,,$12.50 ,,,,,,,,,,,
40000001994,       C4552,,$12.50 ,,,,,,,,,,,
40000001996,      LS0198,,$23.50 ,,,,,,,,,,,
40000001997,       PG155,,$28.25 ,,,,,,,,,,,
40000001998,     SB06001,,$28.25 ,,,,,,,,,,,
40000001999,       TY001,,$11.25 ,,,,,,,,,,,
40000002000,    168BL057,,$4.00 ,,,,,,,,,,,
40000002001,    SML528SD,,$2.50 ,,,,,,,,,,,
40000002002,    BBQH0001,,$24.50 ,,,,,,,,,,,
40000002004,    BBQM1067,,$19.25 ,,,,,,,,,,,
40000002005,    BBQV0014,,$26.25 ,,,,,,,,,,,
40000002007,    BBZM0839,,$18.25 ,,,,,,,,,,,
40000002008,   ,  ,0,18,  ,  ,  ,  ,  ,0,1,0,0,1
40000002008,    BBZT8002,,$8.25 ,,,,,,,,,,,
40000002010,   C1218P147,,$27.75 ,,,,,,,,,,,
40000002011,   C1218P141,,$27.75 ,,,,,,,,,,,
40000002012,   ,  ,0,56,  ,  ,  ,  ,  ,0,1,0,0,1
40000002012,      C788SB,,$27.75 ,,,,,,,,,,,
40000002013,  C788SBP164,,$27.75 ,,,,,,,,,,,
40000002014,      Purse1,,$35.00 ,,,,,,,,,,,
40000002015,      Purse2,,$65.00 ,,,,,,,,,,,
40000002016,       T1921,,$17.25 ,,,,,,,,,,,
40000002019,     HD14158,,$19.25 ,,,,,,,,,,,
40000002020,      T13827,,$11.25 ,,,,,,,,,,,
40000002021,       D4577,,$16.75 ,,,,,,,,,,,
40000002023,     3451GRN,,$26.75 ,,,,,,,,,,,
40000002024,    3451RUST,,$26.75 ,,,,,,,,,,,
40000002025,     1244BLK,,$34.75 ,,,,,,,,,,,
40000002026,     1244RED,,$34.75 ,,,,,,,,,,,
40000002027,17109,,$29.75 ,,,,,,,,,,,
40000002028,     TM30472,,$11.25 ,,,,,,,,,,,
40000002029,      YC945G,,$19.50 ,,,,,,,,,,,
40000002030,      YC851C,,$19.50 ,,,,,,,,,,,
40000002031,       BC852,,$23.50 ,,,,,,,,,,,
40000002032,       MJ126,,$22.50 ,,,,,,,,,,,
40000002034,      FT1719,,$12.25 ,,,,,,,,,,,
40000002035,58061,,$11.75 ,,,,,,,,,,,
40000002036,      15468A,,$10.00 ,,,,,,,,,,,
40000002037,      FL3134,,$15.75 ,,,,,,,,,,,
40000002038,     YT10651,,$11.25 ,,,,,,,,,,,
40000002040,14034,,$40.00 ,,,,,,,,,,,
40000002041,      14053B,,$40.00 ,,,,,,,,,,,
40000002042,      14027A,,$40.00 ,,,,,,,,,,,
40000002043,80863,,$36.00 ,,,,,,,,,,,
40000002044,       8086A,,$36.00 ,,,,,,,,,,,
40000002045,         A77,,$36.00 ,,,,,,,,,,,
40000002046,       A3408,,$19.50 ,,,,,,,,,,,
40000002047,     HD14347,,$19.25 ,,,,,,,,,,,
40000002049,      MT8408,,$16.25 ,,,,,,,,,,,
40000002052,       B1186,,$14.50 ,,,,,,,,,,,
40000002053,       1467Z,,$13.00 ,,,,,,,,,,,
40000002055,     KT14133,,$15.50 ,,,,,,,,,,,
40000002056,17438,,$14.75 ,,,,,,,,,,,
40000002058,   CS180P107,,$28.00 ,,,,,,,,,,,
40000002059,  CS180ROYAL,,$13.00 ,,,,,,,,,,,
40000002060,     C625P66,,$30.00 ,,,,,,,,,,,
40000002061,    CS180BLK,,$13.00 ,,,,,,,,,,,
40000002062,   C1218P107,,$28.00 ,,,,,,,,,,,
40000002063,   C1389P163,,$28.00 ,,,,,,,,,,,
40000002068,97037,,$17.50 ,,,,,,,,,,,
40000002069,       FT892,,$11.00 ,,,,,,,,,,,
40000002070,      KT3626,,$11.25 ,,,,,,,,,,,
40000002071,       BW101,,$22.75 ,,,,,,,,,,,
40000002072,       BW104,,$28.75 ,,,,,,,,,,,
40000002073,       FW111,,$30.75 ,,,,,,,,,,,
40000002074,       SW205,,$30.75 ,,,,,,,,,,,
40000002075,       SW206,,$34.75 ,,,,,,,,,,,
40000002076,      AD6435,,$28.50 ,,,,,,,,,,,
40000002077,  CS180Print,,$15.75 ,,,,,,,,,,,
40000002078,     C625BLK,,$24.75 ,,,,,,,,,,,
40000002079,    C1185P92,,$27.75 ,,,,,,,,,,,
40000002080,    C828TEAL,,$17.75 ,,,,,,,,,,,
40000002081,     C828BLK,,$17.75 ,,,,,,,,,,,
40000002082,     OT10451,,$17.50 ,,,,,,,,,,,
40000002083,     OT11671,,$13.50 ,,,,,,,,,,,
40000002084,      OT1182,,$17.50 ,,,,,,,,,,,
40000002086,     HT14281,,$11.00 ,,,,,,,,,,,
40000002087,       M3439,,$14.50 ,,,,,,,,,,,
40000002088,     IT14017,,$16.25 ,,,,,,,,,,,
40000002089,      SA5681,,$13.00 ,,,,,,,,,,,
40000002090,       B1289,,$16.25 ,,,,,,,,,,,
40000002091,       MD008,,$18.25 ,,,,,,,,,,,
40000002092,      MD1052,,$15.75 ,,,,,,,,,,,
40000002093,       D2118,,$18.25 ,,,,,,,,,,,
40000002094,     IT12004,,$10.00 ,,,,,,,,,,,
40000002095,     WKD3017,,$21.00 ,,,,,,,,,,,
40000002096,     S071901,,$21.50 ,,,,,,,,,,,
40000002098,       T1378,,$9.00 ,,,,,,,,,,,
40000002100,5478,,$9.25 ,,,,,,,,,,,
40000002101,      NT4365,,$15.00 ,,,,,,,,,,,
40000002102,       B1310,,$18.25 ,,,,,,,,,,,
40000002103,       D4255,,$18.00 ,,,,,,,,,,,
40000002104,       M2659,,$37.50 ,,,,,,,,,,,
40000002105,       M2663,,$37.50 ,,,,,,,,,,,
40000002106,       M4111,,$40.00 ,,,,,,,,,,,
40000002107,       M4114,,$30.00 ,,,,,,,,,,,
40000002108,       M4103,,$35.00 ,,,,,,,,,,,
40000002109,       M4105,,$35.00 ,,,,,,,,,,,
40000002110,       M4705,,$40.00 ,,,,,,,,,,,
40000002112,       T1710,,$12.25 ,,,,,,,,,,,
40000002113,     IT14099,,$16.25 ,,,,,,,,,,,
40000002114,        T206,,$17.75 ,,,,,,,,,,,
40000002115,9011,,$15.75 ,,,,,,,,,,,
40000002116,   C1389P159,,$27.75 ,,,,,,,,,,,
40000002118,     KT14017,,$15.75 ,,,,,,,,,,,
40000002119,       D2884,,$23.50 ,,,,,,,,,,,
40000002120,       T9850,,$10.75 ,,,,,,,,,,,
40000002121,      1396MD,,$19.50 ,,,,,,,,,,,
40000002122,       T5784,,$15.75 ,,,,,,,,,,,
40000002123,     ID14202,,$19.75 ,,,,,,,,,,,
40000002124,     5465CMF,,$10.50 ,,,,,,,,,,,
40000002126,      IT1309,,$11.00 ,,,,,,,,,,,
40000002127,     AT33491,,$15.50 ,,,,,,,,,,,
40000002128,      OT1037,,$16.50 ,,,,,,,,,,,
40000002129,      OT116J,,$17.50 ,,,,,,,,,,,
40000002131,       M4513,,$35.00 ,,,,,,,,,,,
40000002132,       M4702,,$22.50 ,,,,,,,,,,,
40000002133,       M4520,,$40.00 ,,,,,,,,,,,
40000002134,    BBQL2899,,$10.50 ,,,,,,,,,,,
40000002137,    BBZL1650,,$16.25 ,,,,,,,,,,,
40000002138,    BBZU1065,,$16.25 ,,,,,,,,,,,
40000002139,    BBZV0006,,$25.25 ,,,,,,,,,,,
40000002140,    BBZW1660,,$23.50 ,,,,,,,,,,,
40000002141,      NP5053,,$16.00 ,,,,,,,,,,,
40000002149,       XLS01,,$11.50 ,,,,,,,,,,,
40000002150,      2168MF,,$18.00 ,,,,,,,,,,,
40000002151,7733,,$14.50 ,,,,,,,,,,,
40000002152,      AT1139,,$17.75 ,,,,,,,,,,,
40000002153,17494,,$12.25 ,,,,,,,,,,,
40000002154,      N50912,,$17.75 ,,,,,,,,,,,
40000002157,       M2615,,$35.00 ,,,,,,,,,,,
40000002158,       M2681,,$37.50 ,,,,,,,,,,,
40000002159,       M2657,,$40.00 ,,,,,,,,,,,
40000002160,      SW9755,,$11.50 ,,,,,,,,,,,
40000002161,      SW9756,,$11.50 ,,,,,,,,,,,
40000002162,       FL886,,$13.70 ,,,,,,,,,,,
40000002163,   Houston04,,$18.10 ,,,,,,,,,,,
40000002164,      Luna15,,$9.65 ,,,,,,,,,,,
40000002166,     T13269B,,$13.00 ,,,,,,,,,,,
40000002167,      T13897,,$13.00 ,,,,,,,,,,,
40000002169,     SS13534,,$11.75 ,,,,,,,,,,,
40000002170,   C1218P108,,$27.50 ,,,,,,,,,,,
40000002171,   C1308P156,,$27.50 ,,,,,,,,,,,
40000002172,     CS180LQ,,$15.50 ,,,,,,,,,,,
40000002173, CS180LQP130,,$18.50 ,,,,,,,,,,,
40000002174,  CS180LQP47,,$18.50 ,,,,,,,,,,,
40000002175,      AT1641,,$17.75 ,,,,,,,,,,,
40000002177,       T9641,,$12.75 ,,,,,,,,,,,
40000002178,       D3067,,$22.25 ,,,,,,,,,,,
40000002180,       T7743,,$15.00 ,,,,,,,,,,,
40000002181,       D5035,,$19.25 ,,,,,,,,,,,
40000002182,      IJA044,,$12.50 ,,,,,,,,,,,
40000002183,       T1234,,$15.75 ,,,,,,,,,,,
40000002185,       T2280,,$17.00 ,,,,,,,,,,,
40000002186,     KT14035,,$16.25 ,,,,,,,,,,,
40000002187,       T1860,,$16.25 ,,,,,,,,,,,
40000002188,       TB118,,$11.50 ,,,,,,,,,,,
40000002190,   C1218P106,,$27.50 ,,,,,,,,,,,
40000002191,       M4706,,$40.00 ,,,,,,,,,,,
40000002193,   DRWNT0635,,$25.50 ,,,,,,,,,,,
40000002194,   DRWNT1865,,$25.50 ,,,,,,,,,,,
40000002195,   DRWNT1883,,$27.50 ,,,,,,,,,,,
40000002196,   DRWNT1968,,$25.50 ,,,,,,,,,,,
40000002197,    C1389RED,,$25.75 ,,,,,,,,,,,
40000002198,   C1418P161,,$27.75 ,,,,,,,,,,,
40000002199,   C1418P162,,$27.75 ,,,,,,,,,,,
40000002200,   CS186P102,,$24.75 ,,,,,,,,,,,
40000002201,      RD8208,,$23.25 ,,,,,,,,,,,
40000002202,       D3056,,$18.00 ,,,,,,,,,,,
40000002203,       MD012,,$17.75 ,,,,,,,,,,,
40000002204,      D10143,,$13.75 ,,,,,,,,,,,
40000002205,      LT1241,,$11.50 ,,,,,,,,,,,
40000002206,      MY1830,,$18.75 ,,,,,,,,,,,
40000002207,      MY1838,,$19.75 ,,,,,,,,,,,
40000002208,      MY1817,,$17.75 ,,,,,,,,,,,
40000002209,      MY1834,,$18.75 ,,,,,,,,,,,
40000002211,640,,$22.00 ,,,,,,,,,,,
40000002212,5132,,$25.00 ,,,,,,,,,,,
40000002213,1665,,$21.00 ,,,,,,,,,,,
40000002214,1654,,$21.00 ,,,,,,,,,,,
40000002215,510617,,$23.00 ,,,,,,,,,,,
40000002216,2952,,$29.00 ,,,,,,,,,,,
40000002217,40300,,$19.00 ,,,,,,,,,,,
40000002218,60004,,$26.00 ,,,,,,,,,,,
