UPC1, Item, Descrption, Price, Cost, Category, SubCategory, SubCategory2, SubCategory3, Vendor, Gigis-Raleigh, Gigis-Cary, Violet-Rareigh, Violet-Cary, Total Inventory
40000004158 ,    KT2623CTD ,  PPLA Top  , 42 , $19.00  ,  Apparel  ,  Top  ,    ,    ,    , 0 , 0 , 1 , 3 , 4
40000004159 ,      KPR2287 ,  PPLA Top  , 48 , $22.00  ,  Apparel  ,  Top  ,    ,    ,  PPLA  , 0 , 0 , 0 , 1 , 1
40000004161 ,     S8MT5515 ,  PPLA Top  , 42 , $19.00  ,  Apparel  ,  Top  ,    ,    ,    , 0 , 0 , 4 , 12 , 16
40000004162 ,        T3762 ,  PPLA Top  , 59 , $27.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 4 , 7 , 11
40000004163 ,       11406A ,  PPLA Top  , 62 , $28.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 1 , 1 , 2
40000004164 ,      S8T2584 ,  PPLA Top  , 35 , $16.00  ,  Apparel  ,  Top  ,    ,    ,  PPLA  , 0 , 0 , 0 , 15 , 15
40000004165 ,    S8H1906GD ,  PPLA Top  , 54 , $24.00  ,  Apparel   ,  Top  ,  Shirt  ,  Sleeveless  ,  PPLA  , 0 , 0 , 3 , 5 , 8
40000004166 ,       1600AM ,  PPLA Top  , 59 , $27.00  ,  Apparel  ,  Top  ,  Shirt  ,    ,  Hardtail  , 0 , 0 , 0 , 3 , 3
40000004167 ,     S8MT5622 ,  PPLA Top  , 56 , $26.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 1 , 1 , 2
40000004168 ,      S6T2934 ,  PPLA Top  , 42 , $19.00  ,  Apparel  ,  Top  ,    ,    ,  PPLA  , 0 , 0 , 0 , 5 , 5
40000004170 ,       DR7273 ,  Everly  , 48 , $18.75  ,  Apparel  ,  Top  ,    ,    ,    , 0 , 1 , 0 , 0 , 1
40000004171 ,        P6782 ,  Everly  , 44 , $17.50  ,  Apparel  ,  Top  ,    ,    ,    , 1 , 0 , 0 , 0 , 1
40000004172 ,        P6819 ,  Everly  , 42 , $16.50  ,  Apparel  ,  Top  ,    ,    ,    , 2 , 0 , 0 , 0 , 2
40000004176 ,      15D4121 ,  Blush Noir  , 48 , $18.00  ,  Apparel  ,  Top  ,    ,    ,    , 1 , 1 , 0 , 0 , 2
40000004177 ,        H3502 ,  HAYDEN  , 49 , $16.75  ,  Apparel  ,    ,    ,    ,    , 3 , 1 , 0 , 0 , 4
40000004187 ,     OB506222 ,  Bittersweet Tee  , 68 , $31.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 3 , 0 , 3
40000004188 ,     OB495809 ,  The Best Top  , 108 , $49.00  ,  Apparel  ,  Top  ,    ,    ,    , 0 , 0 , 1 , 2 , 3
40000004189 ,     OB456519 ,  All About It Top  , 88 , $40.00  ,  Apparel  ,  Top  ,    ,    ,    , 0 , 0 , 0 , 2 , 2
40000004190 ,     OB511991 ,  Slip Double Down  , 88 , $40.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 3 , 3 , 6
40000004191 ,       ABY002 ,  Yoga Bag  , 89 , $35.00  ,  Accessory   ,    ,    ,    ,    , 0 , 0 , 1 , 2 , 3
40000004192 ,       ABB001 ,  Vintage Beach Bag  , 78 , $30.00  ,  Accessory   ,  Handbags  ,    ,    ,  America&Beyond   , 0 , 0 , 2 , 0 , 2
40000004193 ,      ABCL022 ,  Blue Radiance Clutch  , 46 , $18.00  ,  Accessory  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40000004194 ,       ABP009 ,  Spring Bud Backpack  , 52 , $20.00  ,  Accessory   ,  Handbags  ,    ,    ,  America&Beyond   , 0 , 0 , 2 , 1 , 3
40000004196 ,     ABS095Mu ,  Multi Color Striped  , 78 , $30.00  ,  Accessory   ,  Handbags  ,    ,    ,  America&Beyond   , 0 , 0 , 1 , 1 , 2
40000004197 ,       ABG505 ,  Pareo  , 26 , $10.00  ,    ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40000004198 , 4116170 ,  Palazzo Pant  , 124 , $49.00  ,  Apparel  ,  Bottom  ,    ,    ,    , 3 , 1 , 0 , 0 , 4
40000004200 ,     4252255L ,  Ruffled Dress  , 122 , $48.00  ,  Apparel  ,  Dress  ,    ,    ,    , 3 , 1 , 0 , 0 , 4
40000004202 ,      W034194 ,  Slouchy Split Raw Hem  , 114 , $52.00  ,  Apparel  ,  Top  ,  Shirt  ,    ,  Wilt  , 0 , 0 , 0 , 4 , 4
40000004204 ,     4945PSAN ,  Savannah Print Top  , 64 , $20.40  ,  Apparel  ,  Top  ,    ,    ,    , 1 , 0 , 0 , 0 , 1
40000004205 ,     4947WS18 ,  Laundered Sateen Top  , 64 , $20.40  ,  Apparel  ,  Top  ,    ,    ,    , 3 , 1 , 0 , 0 , 4
40000004206 ,        PO229 ,  Lace Extender  , 42 , $13.40  ,  Apparel  ,  Top  ,    ,    ,    , 3 , 1 , 0 , 0 , 4
40000004207 , S3HP10354BHN ,  Mayberry Dress  , 72 , $23.29  ,  Apparel  ,  Dress  ,    ,    ,    , 0 , 0 , 0 , 5 , 5
40000004208 ,     VT1024GP ,  Morgan Tank  , 84 , $27.29  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 1 , 2 , 3
40000004210 ,     M2421T46 ,  Cap Sleeve Multi Print  , 59 , $29.50  ,  Apparel  ,  Top  ,    ,    ,    , 1 , 1 , 0 , 0 , 2
40000004211 , 4212225 ,  Layers Top  , 88 , $34.00  ,  Apparel  ,  Top  ,    ,    ,    , 7 , 1 , 0 , 0 , 8
40000004212 ,       H15154 ,  Natural Top  , 88 , $40.00  ,  Apparel  ,  Top  ,    ,    ,    , 0 , 0 , 1 , 1 , 2
40000004213 ,      103102P ,  Riley Cut Off  , 37 , $17.15  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 1 , 0 , 1
40000004214 ,      112162P ,  Anderson Crop  , 69 , $32.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 1 , 1 , 2
40000004215 ,      119133P ,  Cassie Tank  , 42 , $17.50  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 3 , 6 , 9
40000004216 ,      119184P ,  Allison Slit Tunic  , 42 , $19.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 1 , 3 , 4
40000004217 ,      122100P ,  Ryan Muscle Tank  , 39 , $16.50  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 2 , 1 , 3
40000004219 ,        B2149 ,  V-Neck Popover  , 139 , $64.00  ,  Apparel  ,  Top  ,    ,    ,    , 0 , 0 , 0 , 6 , 6
40000004220 ,        B2159 ,  Button Down  , 95 , $42.00  ,  Apparel   ,  Top  ,    ,    ,    , 0 , 0 , 2 , 2 , 4
40000004221 ,     B2149654 ,  V-Neck Popover  , 124 , $48.00  ,  Apparel   ,  Top  ,    ,    ,    , 0 , 0 , 2 , 5 , 7
40000004222 ,        B2163 ,  Flowy Cami  , 79 , $36.00  ,  Apparel  ,  Top  ,  Tank  ,    ,    , 0 , 0 , 0 , 4 , 4
40000004223 ,        B3656 ,  Easy Pocket Short  , 84 , $40.00  ,  Apparel  ,  Bottom  ,  Shorts  ,    ,    , 0 , 0 , 1 , 4 , 5
40000004224 ,        B6801 ,  Pullover Dress  , 159 , $72.00  ,  Apparel  ,  Dress  ,    ,    ,    , 0 , 0 , 1 , 2 , 3
40000004225 ,        B2150 ,  Large Pocket Pullover  , 129 , $58.00  ,  Apparel   ,  Top  ,  Shirt  ,  Sleeveless  ,  Bella Dahl   , 0 , 0 , 3 , 3 , 6
40000004226 ,     CHV84880 ,  Spaghetti Tank Dress  , 54 , $25.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 1 , 5 , 6
40000004227 ,     CHV85684 ,  X Front Top  , 72 , $33.00  ,  Apparel  ,  Top  ,    ,    ,    , 0 , 0 , 1 , 2 , 3
40000004228 ,     DNL87693 ,  Cross Front Romper  , 95 , $43.50  ,  Apparel  ,  Romper  ,    ,    ,    , 0 , 0 , 0 , 3 , 3
40000004229 ,       BA4575 ,  Woven Sleeveless Top  , 54 , $18.00  ,  Apparel  ,  Top  ,    ,    ,    , 0 , 1 , 0 , 0 , 1
40000004232 ,       BA5387 ,  Woven Dress  , 58 , $19.00  ,  Apparel  ,  Top  ,    ,    ,    , 2 , 1 , 0 , 0 , 3
40000004233 ,       BA5823 ,  Knit Top  , 42 , $13.00  ,  Apparel  ,  Top  ,    ,    ,    , 1 , 0 , 0 , 0 , 1
40000004237 ,        T2382 ,  Landscape Piko  , 30 , $10.00  ,  Apparel  ,  Top  ,    ,    ,    , 4 , 1 , 0 , 0 , 5
40000004238 ,        T2384 ,  Tropical Piko  , 30 , $11.00  ,  Apparel  ,  Top  ,    ,    ,    , 2 , 1 , 0 , 0 , 3
40000004239 ,     ZD155084 ,  Z Supply  , 34 , $15.00  ,  Apparel  ,  Top  ,    ,    ,  Z Supply  , 0 , 0 , 2 , 0 , 2
40000004241 ,     ZT144034 ,  Z Supply  , 29 , $10.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 6 , 1 , 7
40000004242 ,     ZT165135 ,  Z Supply  , 29 , $11.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 7 , 10 , 17
40000004243 ,     ZT165139 ,  Z Supply  , 34 , $14.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 2 , 4 , 6
40000004247 ,       7424SB ,  Feel The Piece  , 119 , $60.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 1 , 2 , 3
40000004248 ,       7430RY ,  Feel The Piece  , 189 , $90.00  ,  Apparel  ,  Top  ,    ,    ,    , 0 , 0 , 1 , 1 , 2
40000004249 ,       5829RY ,  Feel The Piece  , 89 , $45.00  ,  Apparel  ,  Top  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40000004250 ,        T6559 ,  Tart  , 118 , $54.00  ,  Apparel  ,    ,    ,    ,  Tart  , 0 , 0 , 0 , 2 , 2
40000004251 ,        8001M ,  Mamie Ruth  , 59 , $27.50  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 3 , 1 , 4
40000004252 ,       38004S ,  Mamie Ruth  , 59 , $27.50  ,  Apparel  ,  Top  ,  T Shirt  ,    ,    , 0 , 0 , 0 , 1 , 1
40000004253 ,       11006S ,  Mamie Ruth  , 65 , $30.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 1 , 0 , 1
40000004255 ,       28002M ,  Mamie Ruth  , 59 , $27.50  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 3 , 1 , 4
40000004256 ,       28011M ,  Mamie Ruth  , 59 , $27.50  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 1 , 0 , 1
40000004257 ,        L5037 ,  Kori  , 42 , $15.75  ,  Apparel  ,    ,    ,    ,    , 1 , 0 , 0 , 0 , 1
40000004258 ,      CR62218 ,  Feel The Piece  , 169 , $85.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 2 , 2 , 4
40000004259 ,       7433RY ,  Feel The Piece  , 109 , $55.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 1 , 2 , 3
40000004260 ,     7435PSSN ,  Feel The Piece  , 135 , $68.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 2 , 1 , 3
40000004261 ,     5854VSCO ,  Feel The Piece  , 175 , $88.00  ,  Apparel  ,  Top  ,    ,    ,    , 0 , 0 , 3 , 0 , 3
40000004263 ,      2014TPO ,  Renee C Top  , 49 , $18.75  ,  Apparel  ,  Top  ,    ,    ,    , 0 , 0 , 1 , 1 , 2
40000004264 ,       2262TP ,  Renee C Top  , 52 , $19.75  ,  Apparel  ,  Top  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40000004265 ,      DR93349 ,  Lush Dress  , 49 , $16.75  ,  Apparel  ,  Dress  ,    ,    ,    , 0 , 1 , 0 , 0 , 1
40000004266 ,      7428BHS ,  Feel the Piece  , 142 , $65.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 1 , 2 , 3
40000004267 ,     7422VXCO ,  Feel the Piece  , 175 , $80.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 1 , 1 , 2
40000004268 ,       5809RY ,  Feel the Piece  , 99 , $45.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 2 , 1 , 3
40000004269 , 1152 ,  Gigis Handbag  , 29 , $11.00  ,  Accessory   ,  Handbag  ,    ,    ,    , 4 , 1 , 0 , 0 , 5
40000004270 , 1601 ,  Gigis Handbag  , 59 , $24.99  ,  Accessory  ,  Handbags  ,    ,    ,    , 0 , 1 , 0 , 0 , 1
40000004271 , 3806 ,  Gigis Handbag  , 45 , $18.00  ,  Accessory   ,  Handbag  ,    ,    ,    , 1 , 0 , 0 , 0 , 1
40000004272 , 1809 ,  Gigis Handbag  , 52 , $20.00  ,  Accessory  ,  Handbags  ,    ,    ,    , 0 , 1 , 0 , 0 , 1
40000004273 , 15233 ,  Gigis Handbag  , 39 , $15.00  ,  Accessory   ,  Handbag  ,    ,    ,    , 1 , 1 , 0 , 0 , 2
40000004274 , 5652 ,  Gigis Handbag  , 52 , $20.00  ,  Accessory  ,  Handbags  ,    ,    ,    , 0 , 1 , 0 , 0 , 1
40000004275 , 3922 ,  Gigis Handbag  , 45 , $18.00  ,  Accessory  ,  Handbags  ,    ,    ,    , 0 , 1 , 0 , 0 , 1
40000004276 , 2426 ,  Gigis Handbag  , 39 , $16.00  ,  Accessory  ,  Handbags  ,    ,    ,    , 0 , 1 , 0 , 0 , 1
40000004277 , 136 ,  Gigis Handbag  , 42 , $17.00  ,  Accessory   ,  Handbag  ,    ,    ,    , 2 , 1 , 0 , 0 , 3
40000004278 , 3919 ,  Gigis Handbags  , 39 , $15.00  ,  Accessory   ,  Handbag  ,    ,    ,    , 1 , 1 , 0 , 0 , 2
40000004279 , 3261 ,  Gigis Handbags  , 59 , $24.00  ,  Accessory  ,  Handbag  ,    ,    ,    , 2 , 0 , 0 , 0 , 2
40000004280 , 81053 ,  Gigis Handbag  , 54 , $22.00  ,  Accessory  ,  Handbag  ,    ,    ,    , 2 , 1 , 0 , 0 , 3
40000004281 , 74048 ,  Gigis Handbag  , 39 , $14.00  ,  Accessory   ,  Handbag  ,    ,    ,    , 1 , 0 , 0 , 0 , 1
40000004282 , 7488 ,  Gigis Handbag  , 59 , $23.00  ,  Accessory  ,  Handbags  ,    ,    ,    , 0 , 1 , 0 , 0 , 1
40000004283 , 4 ,  Gigis Handbag  , 59 , $23.00  ,  Accessory   ,  Handbag  ,    ,    ,    , 2 , 1 , 0 , 0 , 3
40000004284 , 17204 ,  Gigis Handbag  , 59 , $22.00  ,  Accessory  ,  Handbags  ,    ,    ,    , 0 , 1 , 0 , 0 , 1
40000004285 , 3941 ,  Gigis Handbag  , 39 , $15.00  ,  Accessory   ,  Handbag  ,    ,    ,    , 3 , 0 , 0 , 0 , 3
40000004287 , 3 ,  Gigis Handbag  , 24 , $9.00  ,  Accessory   ,  Handbag  ,    ,    ,    , 2 , 1 , 0 , 0 , 3
40000004289 , 7408 ,  Gigis Handbag  , 64 , $25.00  ,  Accessory   ,  Handbag  ,    ,    ,    , 1 , 1 , 0 , 0 , 2
40000004290 , 2461 ,  Gigis Handbag  , 39 , $14.00  ,  Accessory  ,  Handbag  ,    ,    ,    , 1 , 1 , 0 , 0 , 2
40000004291 , 3842 ,  Gigis Handbag  , 29 , $10.00  ,  Accessory   ,  Handbag  ,    ,    ,    , 1 , 1 , 0 , 0 , 2
40000004292 ,       ABC018 ,  ANB Handbags  , 59 , $20.00  ,  Accessory   ,    ,    ,    ,    , 0 , 0 , 1 , 0 , 1
40000004293 ,       ABS096 ,  ANB Handbags  , 79 , $28.00  ,  Accessory   ,    ,    ,    ,    , 0 , 0 , 1 , 0 , 1
40000004295 ,       ABG502 ,  ANB Handbags  , 29 , $10.00  ,  Accessory   ,  Handbag  ,    ,    ,  America&Beyond  , 0 , 0 , 0 , 3 , 3
40000004296 ,        ABBR2 ,  ANB Handbags  , 84 , $30.00  ,  Accessory   ,  Handbag  ,    ,    ,    , 0 , 0 , 0 , 3 , 3
40000004297 ,     OB529107 ,  Free People  , 58 , $26.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 2 , 2 , 4
40000004299 ,       ASC447 ,  Distressed Crop  , 79 , $34.00  ,  Apparel  ,  Bottom  ,    ,    ,    , 2 , 1 , 0 , 0 , 3
40000004300 ,       ASF421 ,  White Flare  , 69 , $29.00  ,  Apparel  ,  Bottom  ,    ,    ,    , 4 , 1 , 0 , 0 , 5
40000004301 ,       ASF449 ,  Destroyed Flare  , 79 , $34.00  ,  Apparel  ,  Bottom  ,    ,    ,    , 2 , 1 , 0 , 0 , 3
40000004302 ,       BA5779 ,  Blu Pepper  , 39 , $15.00  ,  Apparel  ,  Top  ,    ,    ,    , 3 , 1 , 0 , 0 , 4
40000004303 ,       BA5845 ,  Blu Pepper  , 39 , $16.00  ,  Apparel  ,  Top  ,    ,    ,    , 0 , 1 , 0 , 0 , 1
40000004304 ,      S81161T ,  PPLA Top  , 49 , $22.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 2 , 3 , 5
40000004305 ,    S8MT58252 ,  PPLA Top  , 62 , $28.00  ,  Apparel  ,  Top  ,    ,    ,    , 0 , 0 , 1 , 4 , 5
40000004306 ,     D1998SAG ,  PPLA Top  , 79 , $36.00  ,  Apparel  ,  Top  ,    ,    ,  PPLA  , 0 , 0 , 0 , 2 , 2
40000004307 ,     JT521INT ,  PPLA Top  , 72 , $32.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 0 , 2 , 2
40000004310 ,     S8H19061 ,  PPLA Top  , 57 , $26.00  ,  Apparel   ,  Top  ,    ,    ,  PPLA  , 0 , 0 , 3 , 2 , 5
40000004311 ,       ANNOCA ,  Groceries Dress  , 79 , $35.55  ,  Apparel  ,  Dress  ,    ,    ,  Groceries  , 0 , 0 , 0 , 4 , 4
40000004312 ,       SFDL65 ,  Groceries Dress  , 69 , $31.95  ,  Apparel  ,  Dress  ,    ,    ,  Groceries   , 0 , 0 , 1 , 2 , 3
40000004313 ,       J48701 ,  J Brand  , 248 , - ,  Apparel  ,  Bottom  ,  Pants  ,  Denim  ,  J Brand  , 0 , 0 , 0 , 5 , 5
40000004314 , 1742 ,  Head Bands of Hope  , 22 , $12.00  ,  Accessory   ,  Handband   ,    ,    ,  Handbands of Hope   , 0 , 0 , 33 , 47 , 80
40000004315 ,       KA0000 ,  Karma Socks  , 9 , $3.25  ,  Footwear   ,  Sock  ,    ,    ,    , 0 , 0 , 6 , 6 , 12
40000004316 ,       KA1018 ,  Karma Mugs  , 19 , $6.95  ,  Giftware   ,  Mug  ,    ,    ,  Karma  , 0 , 0 , 2 , 1 , 3
40000004317 ,     CT1714-2 ,  Caramela Lace Top  , 42 , $16.00  ,  Apparel  ,  Top  ,    ,    ,    , 2 , 1 , 0 , 0 , 3
40000004318 ,     CT1734-S ,  Caramela Blush Top  , 42 , $15.50  ,  Apparel  ,  Top  ,    ,    ,    , 1 , 1 , 0 , 0 , 2
40000004319 ,     CT1769-1 ,  Caramela Peach/Orange Top  , 42 , $15.50  ,  Apparel  ,  Top  ,    ,    ,    , 2 , 1 , 0 , 0 , 3
40000004320 ,     CT1804-S ,  Caramela Neon Royal Top  , 42 , $15.50  ,  Apparel  ,  Top  ,    ,    ,    , 1 , 1 , 0 , 0 , 2
40000004321 ,     CT1875-1 ,  Caramela Navy Top  , 42 , $15.50  ,  Apparel  ,  Top  ,    ,    ,    , 2 , 0 , 0 , 0 , 2
40000004322 ,        D5032 ,  Tangerine Dress  , 132 , $60.00  ,  Apparel  ,  Dress  ,    ,    ,    , 0 , 0 , 1 , 2 , 3
40000004323 ,        T5031 ,  Tangerine Tank  , 99 , $46.00  ,  Apparel  ,  Top  ,  Tank  ,    ,    , 0 , 0 , 1 , 3 , 4
40000004324 ,       T5034E ,  Tangerine Beaded Tank  , 139 , $65.00  ,  Apparel  ,  Top  ,    ,    ,    , 0 , 0 , 1 , 3 , 4
40000004325 ,        T5041 ,  Tangerine Tank  , 95 , $42.00  ,  Apparel  ,  Top  ,    ,    ,    , 0 , 0 , 1 , 1 , 2
40000004326 ,     CT1797-S ,  Caramela White Top  , 42 , $15.50  ,  Apparel  ,  Bottom  ,    ,    ,    , 0 , 1 , 0 , 0 , 1
40000004327 ,     OB499892 ,  Free People  , 68 , $31.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 1 , 0 , 1
40000004328 ,     OB510660 ,  Free People  , 128 , $58.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 2 , 4 , 6
40000004329 ,     OB519386 ,  Free People  , 98 , $44.00  ,  Apparel  ,    ,    ,    ,  Free People  , 0 , 0 , 1 , 3 , 4
40000004330 ,     OB519910 ,  Free People  , 98 , $44.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 6 , 11 , 17
40000004331 ,        JT521 ,  PPLA  , 72 , $32.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 1 , 0 , 1
40000004332 ,      103121P ,  GoodHyouman  , 42 , $17.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 2 , 1 , 3
40000004333 ,      103131P ,  GoodHyouman  , 42 , $16.50  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 4 , 4 , 8
40000004335 ,      114102P ,  GoodHyouman  , 42 , $16.50  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 5 , 0 , 5
40000004336 ,       ABS032 ,  A&B Handbags  , 64 , $25.00  ,  Accessory   ,  Handbag  ,    ,    ,    , 0 , 0 , 1 , 2 , 3
40000004337 ,       ABT036 ,  A&B Handbags  , 64 , $25.50  ,  Accessory   ,  Handbags  ,    ,    ,  America&Beyond   , 0 , 0 , 1 , 2 , 3
40000004338 ,       ABT070 ,  A&B Handbags  , 49 , $20.00  ,  Accessory   ,  Handbags  ,    ,    ,  America&Beyond   , 0 , 0 , 1 , 2 , 3
40000004339 ,      ABLC016 ,  A&B Handbags  , 49 , $20.00  ,  Accessory  ,  Handbag  ,    ,    ,    , 0 , 0 , 0 , 2 , 2
40000004340 ,      ABCL050 ,  A&B Handbags  , 49 , $20.00  ,  Accessory   ,  Handbag  ,    ,    ,  America&Beyond  , 0 , 0 , 1 , 2 , 3
40000004341 ,      ABCL041 ,  A&B Handbags  , 49 , $21.00  ,  Giftware  ,  Candle  ,    ,    ,    , 0 , 0 , 1 , 2 , 3
40000004342 ,      WRO-200 ,  Yosi E-Run  , 55 , $24.00  ,  Footwear   ,  Flip Flop  ,    ,    ,  Yosi  , 0 , 0 , 1 , 0 , 1
40000004343 ,       CD2275 ,  PPLA Ponderosa Dress  , 59 , $26.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 1 , 0 , 1
40000004344 ,       BA3957 ,  Blu Pepper Woven Pant  , 42 , $16.00  ,  Apparel  ,  Bottom  ,    ,    ,    , 3 , 1 , 0 , 0 , 4
40000004346 ,       BA5849 ,  Blu Pepper Woven Skirt  , 34 , $13.00  ,  Apparel  ,  Bottom  ,    ,    ,    , 2 , 1 , 0 , 0 , 3
40000004348 ,       SJ2651 ,  Blu Pepper Woven Dress  , 32 , $12.00  ,  Apparel  ,  Dress  ,    ,    ,    , 0 , 1 , 0 , 0 , 1
40000004350 ,       SJ3121 ,  Blu Pepper Top  , 24 , $10.00  ,  Apparel  ,  Top  ,    ,    ,    , 1 , 0 , 0 , 0 , 1
40000004351 ,       SJ3189 ,  Blu Pepper Top  , 24 , $9.00  ,  Apparel  ,  Top  ,    ,    ,    , 1 , 0 , 0 , 0 , 1
40000004352 ,     OB519435 ,  Free People  , 108 , $49.00  ,  Apparel  ,    ,    ,    ,  Free People  , 0 , 0 , 1 , 3 , 4
40000004353 ,        MM611 ,  Mumu North Shore  , 104 , $52.00  ,  Apparel  ,  Top  ,    ,    ,  Mumu  , 0 , 0 , 4 , 2 , 6
40000004354 ,       MM6136 ,  Mumu Lava Lava Graphic  , 72 , $35.00  ,  Apparel  ,  Top  ,    ,    ,  Mumu  , 0 , 0 , 2 , 3 , 5
40000004355 ,       MM6138 ,  Mumu Boca Raton  , 124 , $62.00  ,  Apparel  ,  Top  ,    ,    ,  Mumu  , 0 , 0 , 2 , 2 , 4
40000004356 ,       MM6185 ,  Mumu Pretty as a Peach  , 89 , $44.00  ,  Apparel  ,  Top  ,    ,    ,    , 0 , 0 , 2 , 3 , 5
40000004357 ,       MM6188 ,  Mumu Oliver Tree Graphic  , 69 , $30.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 1 , 1 , 2
40000004358 ,       MM6239 ,  Mumu Mae Mu  , 119 , $58.00  ,  Apparel  ,  Top  ,    ,    ,  Mumu  , 0 , 0 , 3 , 4 , 7
40000004359 ,        MM628 ,  Mumu Gomez Mini dress  , 124 , $62.00  ,  Apparel  ,  Dress  ,    ,    ,  Mumu  , 0 , 0 , 3 , 3 , 6
40000004360 ,        MM652 ,  Mumu North Shore  , 135 , $68.00  ,  Apparel  ,  Top  ,    ,    ,  Mumu  , 0 , 0 , 3 , 1 , 4
40000004361 ,        MM660 ,  Mumu Tutti Frutti  , 116 , $58.00  ,  Apparel  ,  Top  ,    ,    ,  Mumu  , 0 , 0 , 2 , 1 , 3
40000004364 ,        T5188 ,  Entro  , 39 , $13.75  ,  Apparel  ,  Top  ,    ,    ,    , 1 , 0 , 0 , 0 , 1
40000004365 ,        D4008 ,  Entro  , 48 , $18.50  ,  Apparel  ,  Top  ,    ,    ,    , 2 , 1 , 0 , 0 , 3
40000004366 ,    EAO891904 ,  Eight Sixty  , 132 , $60.00  ,  Apparel  ,  Dress  ,  Maxi  ,    ,  Eight Sixty  , 0 , 0 , 0 , 2 , 2
40000004367 ,    EBD891771 ,  Eight Sixty  , 149 , $68.00  ,  Apparel  ,  Dress  ,  Maxi  ,    ,  Eight Sixty  , 0 , 0 , 0 , 5 , 5
40000004375 ,     B2109669 ,  Bella Dahl Split Back Halter  , 84 , $38.00  ,  Apparel   ,  Top  ,  Shirt  ,  Sleeveless  ,  Bella Dahl   , 0 , 0 , 3 , 4 , 7
40000004376 ,     B2143669 ,  Bella Dahl Hankerchief Popover  , 79 , $36.00  ,  Apparel   ,  Top  ,    ,    ,  Bella Dahl  , 0 , 0 , 2 , 3 , 5
40000004377 ,     B2150734 ,  Bella Dahl LArge Pocket Pullov  , 149 , $69.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 4 , 3 , 7
40000004378 ,     B2163734 ,  Bella Dahl Flowy Cami  , 129 , $58.00  ,  Apparel   ,  Top  ,  Shirt  ,  Sleeveless  ,  Bella Dahl   , 0 , 0 , 1 , 4 , 5
40000004379 ,     B6693549 ,  Bella Dahl Cross Back Romper  , 159 , $68.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 3 , 4 , 7
40000004380 ,     B2850874 ,  Bella Dahl Pullover White Tuni  , 142 , $64.00  ,  Apparel   ,  Top  ,  Shirt  ,  Sleeveless  ,  Bella Dahl   , 0 , 0 , 1 , 0 , 1
40000004381 ,     B3627874 ,  Bella Dahl Rose Shorts  , 79 , $36.00  ,  Apparel  ,  Bottom  ,  Shorts  ,    ,    , 0 , 0 , 1 , 0 , 1
40000004382 ,     B6771874 ,  Bella Dahl Lace Up Dress  , 149 , $68.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 1 , 5 , 6
40000004383 ,      DS21010 ,  Young At Heart Stripe Tank  , 64 , $29.00  ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 2 , 3 , 5
